Postre,Alfajores,https://www.youtube.com/watch?v=70IkM92F7tg,"Para 30 alfajores: 1 2/3 tazas (233 gr) de harina de trigo o harina para todo uso, 2½ tazas (300 gr) de fécula de maíz o Maizena, 2 cucharaditas de polvo para hornear o polvo Royal, ½ cucharadita de bicarbonato de sodio, 1¼ taza (254 gr) de mantequilla sin sal a temperatura ambiente (2.5 barras), 3/4 de taza (150 gr) de azúcar blanca granulada, 5 yemas de huevo grandes, 1 cucharadita de ralladura de limón, 1 cucharadita de extracto de vainilla, 2 cucharaditas de coñac, 1½ taza (525 gr) de arequipe (dulce de leche, manjar blanco o cajeta), ½ taza(30 gr) coco rallado sin azúcar (opcional), ½ taza(58 gr) azúcar en polvo o glas (opcional)","Hoy vamos a preparar unos alfajores que son unas galletas que están hechas con fécula de maíz y que están rellenas con arequipe o dulce de leche como le llaman en algunos países, son muy populares por toda latinoamérica. Para hacer estos alfajores vamos a agregar harina de trigo a un recipiente grande también agregamos fécula de maíz, polvo para hornear y bicarbonato de sodio. Luego revolvemos bien todos estos ingredientes y los colocamos aparte. Luego en un recipiente grande vamos a agregar mantequilla a temperatura ambiente y azúcar, vamos a batir la mantequilla y el azúcar a velocidad baja hasta que esté bien cremosa. Luego agregamos yemas de huevo una por una, agregamos ralladura de limón, extracto de vainilla y coñac. Ahora vamos a agregar los ingredientes secos lentamente y al final terminamos con una masa que tiene la consistencia de arena pero que es totalmente normal, sin embargo asegúrense de que la masa se pueda apretar y que no quede muy floja. Luego colocamos la masa sobre papel plástico o papel film, la dividimos en dos y vamos a hacer rectángulos. Cubrimos bien cada pedazo con el papel plástico y luego guardamos esta masa en la nevera por lo menos una hora. Después de una hora enharinamos una superficie plana y colocamos la masa que sacamos de la nevera. Luego en harinamos un rodillo y aplanamos la masa hasta que esté más o menos de un cuarto de pulgada de gruesa o un poquito más de medio centímetro. Como la masa está hecha con fécula de maíz ésta tiende a rajarse un poquito, pero ustedes la pueden pegar con las manos. La masa la vamos a cortar con un cortador de galletas de 2 pulgadas o de 5 centímetros y si no tienen un cortador de galletas pueden usar una tapa o un vaso, lo que tengan a la mano. No se les olvide cortar la masa en pares porque cada alfajor está hecho con dos galletas. Luego levantamos las galletas con una espátula con mucho cuidado y las colocamos sobre una lata para hornear que esté cubierta con papel encerado o papel para hornear o con una lámina de silicona. La masa que les vaya sobrando la pueden juntar, aplanarla de nuevo y sacar más alfajores. Estas galletas las vamos a hornear a 350 grados por unos 10 a 13 minutos o hasta que estén doradas por debajo, luego las sacamos, las dejamos descansar sobre la lata para hornear por un minuto y luego las colocamos sobre una rejilla para que se enfríen completamente. Los alfajores se rellenan con arequipe o con dulce de leche que pueden comprar en cualquier tienda pero que también pueden hacer en sus casas. Para decorar los alfajores vamos a utilizar coco rallado pero también pueden cubrirlos con azúcar en polvo o azúcar glas. El arequipe lo vamos a colocar por la parte de abajo de cada galleta, con la ayuda de dos cucharas pequeñas colocamos un poquito de arequipe sobre la mitad de las galletas y luego hacemos un sándwich con las otras galletas que están limpias, y recuerden de colocar la parte de abajo sobre el arequipe. Apretamos un poquito para que salga el arequipe y luego cubrimos el arequipe con el coco rallado o con azúcar glas o azúcar pulverizada. Y así de fácil se preparan unos alfajores."
Almuerzo,Alitas de pollo Búfalo,https://www.youtube.com/watch?v=JgFEJnpM4fs,"Para 15 a 20 alitas: 15-20 alitas de pollo, 1½ cucharada de polvo para hornear o polvo Royal, sal y pimienta al gusto (solo si prefieres no bañarlas en la salsa), aceite en aerosol (opcional). Salsa Búfalo: ½ taza de salsa picante , 2 cucharadas de mantequilla sin sal, 2 cucharaditas de vinagre blanco, 1/8 cucharadita de salsa inglesa o salsa negra, 1/8 cucharadita de ajo en polvo, ¼-½ de pimienta de cayena","Vamos a hacer unas deliciosas alitas de pollo búfalo, las vamos a hacer en el horno, van a salir super crocantes y van a tener ese sabor tan delicioso que tiene la salsa búfalo. Tenemos las alitas que vamos a utilizar y luego con papel absorbente vamos a secarlas completamente y esto nos va a ayudar a que queden bien crocantes mientras están horneando en el horno. Ya luego las vamos a colocar en un recipiente grande y después las vamos a cubrir completamente con polvo para hornear y este es el ingrediente clave que va a hacer que las alitas queden doradas por fuera y que queden super crocantes. Después colocamos una rejilla sobre una lata para hornear cubierta con papel aluminio y si quieren la pueden rociar un poco con aceite en aerosol y esto ayuda a evitará que el cuero de las alitas se pegue a la rejilla. Ahora vamos a colocar las alitas sobre la rejilla y las vamos a hornear a 425 grados por unos 50 a 60 minutos y a mitad de tiempo las vamos a voltear. Mientras tanto, vamos a hacer la salsa búfalo así que en una olla mediana vamos a calentar salsa picante a fuego medio, puede ser cualquier tipo de salsa picante, le agregamos mantequilla sin sal, vinagre blanco, ajo en polvo, salsa inglesa. Ahora vamos a revolver muy bien y la dejamos cocinando hasta que todos los ingredientes queden bien mezclados. Ya cuando esté lista, la retiramos del fogón y la colocamos aparte. Cuando las alitas ya estén listas las vamos a poner en un recipiente grande y después le vamos a agregar la cantidad de salsa que queramos. Y ahora lo último que vamos a hacer es revolverlas muy bien para que todas las alitas queden cubiertas con la salsa completamente y así quedan estas deliciosas alitas de pollo al estilo búfalo. "
Panadería,Almojábanas,https://www.youtube.com/watch?v=HlQhwALPqu8,"Para 10-12 porciones: 1 taza (150 gramos) de harina de maíz pre-cocida (Para arepas), 2 cucharadas de azúcar blanca granulada, 1 cucharadita de polvo para hornear o polvo Royal, ¼ cucharadita de sal o al gusto, 4 tazas (400 gr) de cuajada o queso fresco o queso campesino rallado, 1 huevo grande batido a temperatura ambiente, leche según sea necesaria (aprox. 5-6 cucharadas).","Hoy vamos a hacer unas almojábanas colombianas que se parecen un poco los pandebonos pero que se hacen más que todo con harina de maíz, a veces con fécula de maíz y almidón de yuca. Primero, se pre-calienta el horno a 450 ºF (232 ºC). En un recipiente grande vamos a mezclar la harina de maíz, esta harina es para hacer arepas. Agregamos un poco de azúcar, polvo para hornear y un poco de sal, la cantidad de sal depende de qué tan salado está el queso que van a usar para esta mezcla. Le vamos a agregar queso rallado como cuajada o queso campesino y vamos a revolver el queso con la harina. Luego, agregamos un huevo batido, esto es para que amarre bien la masa, y empezamos a amasar. Para que la masa quede más suave agregamos leche poco a poco y seguimos amasando hasta que la masa quede suave. Cuando la masa esté lista la vamos a dividir en porciones y de esa cantidad me salen más o menos entre 10 a 12 almojábanas dependiendo del tamaño y luego, armamos las almojábanas con las manos. Primero van a hacer una bolita y luego la van a aplanar y redondear con la palma de las manos. Las almojábanas las vamos a hornear a 450 grados fahrenheit por aproximadamente 15 a 20 minutos o hasta que estén doradas. Luego las sacamos del horno y están listas para servir y así es como se preparan unas deliciosas y esponjosas almojábanas colombianas."
Panadería,Arepas boyacenses,https://www.youtube.com/watch?v=HJ_dBmGTFRA&t=0s,"1 taza (150 gramos) harina de maíz pre-cocida amarilla
1 taza (140 gramos) harina de trigo o harina para todo uso
2 cucharadas de azúcar blanca granulada
1 cucharadita de sal
Taza y media de (150 gramos) queso de cuajada colombiana o queso fresco mexicano rallado
Un cuarto de taza (60 gramos) de mantequilla derretida
Taza y media (360 mililitros) de leche entera
Cuajada colombiana o queso fresco mexicano para el relleno, aproximadamente 1-2 cucharadas por cada arepa
Mantequilla","Para hacer estas arepas, necesitamos harina de maíz precocida amarilla, también vamos a necesitar harina de trigo o harina para todo uso, azúcar blanca y sal. Estos ingredientes secos los vamos a revolver. A estos ingredientes les vamos a agregar cuajada o quesito rallado. Como es en mi caso, también le agregamos mantequilla derretida y leche entera. Muchas personas solamente las hacen con agua pero a mí me encanta hacerlas con leche. Amasamos muy bien todos estos ingredientes hasta obtener una masa suave y, si notan que la masa está un poco seca, le pueden agregar un poquito de leche y la masa les debe quedar de esta consistencia. La vamos a dividir en porciones y cada porción la vamos a hacer en una bolita que mida más o menos unos cinco centímetros, dos pulgadas de ancho y luego la hundimos en el centro para formarla en una copita. Dentro de la arepa agregamos más o menos una o dos cucharadas de cuajada o de queso y después vamos a sellar los bordes y, ya cuando los bordes estén bien sellados, vamos a volver a formar una bolita y la bolita la vamos a aplanar para formar la arepa. La arepa no debe quedar ni muy gruesa ni muy delgada. Ahora en una sartén antiadherente vamos a derretir mantequilla y después vamos a colocar las arepas y las vamos a dorar más o menos por unos cuatro a cinco minutos cada lado o hasta que estén doradas. Después, las vamos a parar para que se doren bien los bordes. Yo estoy ayudándome con una espátula y con unas pinzas, pero para que se les haga más fácil, las pueden dorar una por una. Y así quedan estas deliciosas arepas boyacenses doradas por ambos lados, por todos los bordes y también rellenas de queso o de cuajada."
Snack,Arepas de huevo,https://www.youtube.com/watch?v=P1fDrHSeSXs,"Para 6 arepas: 1 taza (240 ml) de agua caliente, ½ cucharadita de color, 1 cucharadita de sal, ½ cucharadita de azúcar, 1 taza (150 gr) de harina blanca de maíz pre-cocida (para hacer arepas), 6 huevos grandes, aceite para freír, sal y pimienta al gusto.","Hoy vamos a hacer una receta muy típica de colombia y es como hacer una arepa de huevo. Esta receta es muy popular en colombia sobre todo en la parte norte del país en la costa caribeña colombiana, es deliciosa porque la masa está sazonada, está frita y tiene un huevo frito adentro. Primero vamos a preparar la masa y para hacerlo necesitamos un poco de agua caliente, al agua le vamos a agregar color pueden usar Triguisar, Sazón Goya o achiote. También vamos a agregar sal y azúcar, vamos a revolver bien todos estos ingredientes y luego vamos a agregar la harina de maíz precocida poco a poco. Vamos a revolver bien el agua hasta que toda la harina absorba el agua, esta es la misma harina que utilizamos para hacer las arepas, para hacer las empanadas y para hacer los tamales colombianos. Ya cuando la harina haya absorbido toda el agua, vamos a amasar con las manos y nos vamos a asegurar de que toda la masa esté del mismo color y de que no hayan grumos. La masa la vamos a dividir a la mitad y cada mitad la vamos a dividir en tres partes para sacer más o menos 6 arepas. Luego utilizando la máquina para hacer tortillas, las vamos a cubrir con plástico. Cogemos un poquito de la masa y vamos a hacer una bolita la cual colocamos en la mitad y luego la aplanamos, si no tienen una maquinita de éstas pueden aplanar la con las manos, con un rodillo, con un plato o con lo que puedan conseguir. Nos aseguramos de que toda la arepa esté bien plana. Como pueden ver las arepas van a tener unas grietas por los bordes y sólo tenemos que aplanarlas con el dedo, esto nos va a facilitar a que la arepa se frite mejor en el aceite. Vamos a hacer esto con toda la masa hasta que terminemos con 6 arepas. Las arepas las vamos a freír una por una a 350 grados fahrenheit por más o menos 2 a 3 minutos, las ponemos con mucho cuidado en el aceite, dejamos que baje hasta el fondo y luego la vamos a dejar subir a la superficie. Cuando ya esté arriba vamos a empezar a mojarla con el aceite y esto va a hacer que la masa se infle, que es lo que necesitamos. Después de 2 a 3 minutos ya la arepa está lista, la sacamos del aceite y la vamos a dejar escurrir sobre papel cocina, mientras tanto, vamos a preparar el huevo y para hacerlo necesitamos un vaso que tenga un pico en el borde, esto es muy importante. El huevo lo colocamos dentro del vaso y luego lo vamos a sazonar con sal y pimienta al gusto. Luego, a la arepa le vamos a hacer un huequito por un lado utilizando un cuchillo, lo hacemos con mucho cuidado para que el cuchillo no nos rompa la arepa. Ahí tenemos el ojito lo abrimos bien y luego con el vaso que tiene el huevo adentro se lo vamos a introducir a la arepa. Ya lo único que tenemos que hacer es volver a colocar la arepa en el aceite caliente a 350 grados fahrenheit y fritarla por otros dos o tres minutos o hasta que el huevo esté listo. Luego la sacamos del aceite, la dejamos escurrir sobre papel cocina y la servimos. Y esa es la receta para hacer una arepa de huevo."
Postre,Arequipe o dulce de leche,https://www.youtube.com/watch?v=_G670cjIRmI,"Para una taza: 3½ tazas (840 ml) de leche, 1½ tazas (300 gr) de azúcar blanca, 1 cucharadita de extracto de vainilla, ½ cucharadita de bicarbonato de sodio","Hoy les voy a mostrar cómo se hace el arequipe que es el nombre que le damos en colombia al dulce de leche. Para hacerlo mucha gente utiliza una lata de leche condensada pero hoy lo vamos a hacer desde cero porque la receta es súper fácil de hacer. Primero vamos a colocar leche entera en una olla grande y le agregamos azúcar blanca, revolvemos bien y lo dejamos hervir a fuego medio. Cuando la leche está hirviendo y el azúcar se haya disuelto le vamos a agregar extracto de vainilla y bicarbonato de sodio, esto es lo que le va a dar el color café a la leche. Luego vamos a reducir el calor abajo y vamos a cocinarlo destapado por una hora y media a dos horas asegúrense de quitarle la espuma que se forma por encima y de revolver esto de vez en cuando durante unas dos horas. Al final terminamos con una consistencia café y espesa y luego lo pasamos por un colador y lo guardamos en un envase hermético en el refrigerador por un mes más o menos. Y esa es la receta para hacer arequipe o dulce de leche."
Almuerzo,Arroz atollado,https://www.youtube.com/watch?v=LZSldOTLfHQ,"Para 6-8 porciones: 3 cucharadas de aceite de oliva, ½ cebolla cabezona blanca picada, 4 tallos de cebolla larga (junca o verde) picada, 2 dientes de ajo picados, 5 tomates medianos picados (aprox. 2½ tazas), 1 cucharada de color, ¼ cucharadita de comino en polvo, sal y pimienta al gusto, 3 cucharadas de aceite de oliva, 1 libra de chorizo colombiano o longaniza, cortado en rodajas (aprox. 4 chorizos medianos), 2 medias pechugas de pollo cortadas en cubos de 1 pulgada (2,54 cm), 1½ a 2 lb de carne de cerdo cortada en cubos de 1 pulgada (2,54 cm) (yo prefiero lomo o chuletas de cerdo), ½ lb de papa roja (o pastusa) pelada y cortada en rodajas, ½ lb de papa criolla, pelada y cortada en rodajas (si la encuentras pequeña y congelada la puedes cortar a la mitad), 1 lb (aprox. 2 tazas) de arroz arborio (arroz de grano corto), 3 tazas (720 ml) de agua, 3 tazas (720) de caldo de pollo, ½ taza (75 gr) de arveja, cilantro picado para decorar (opcional), aguacate para acompañar (opcional), patacones para acompañar (opcional), rodajas de huevo cocido para acompañar (opcional)","Vamos a hacer un arroz atollado que es un arroz que es bien jugoso, tiene mucho sabor, tiene bastante carne e incluso lleva papas. Primero vamos a preparar el hogao, así que en una sartén mediana vamos a agregar aceite de oliva y lo calentamos a fuego medio luego agregamos cebolla blanca picada y la cocinamos por unos 5 minutos más o menos. Ahora vamos a agregar cebolla larga picada y también agregamos ajo picado. Cocinamos estos ingredientes por unos 2 minutos, después agregamos tomate picado y lo vamos a cocinar por más o menos 8 minutos o hasta que quede blando. Ya después lo vamos a sazonar con color, también vamos a agregar comino en polvo y sazonamos con sal y pimienta al gusto. Si notan que el hogar está un poco seco le pueden agregar un poco de agua hasta que obtenga la consistencia que ustedes quieran. Ya cuando el hogar está listo lo vamos a colocar aparte. Después en una sartén grande y que esté más o menos honda vamos a calentar aceite a fuego medio-alto y le vamos a agregar chorizo, a otras personas les gusta utilizar longaniza, el chorizo lo vamos a cocinar hasta que esté dorado y luego lo sacamos de la sartén dejando la grasa que haya soltado. Con esta grasa vamos a sellar pechuga de pollo cortada en cubos y carne de cerdo cortada en cubos cualquier tipo de carne de cerdo le sirve, hay personas que también le agregan costilla de cerdo previamente cocinada. Después agregamos el hogao que cocinamos anteriormente y después vamos a revolver muy bien para que todas las carnes queden cubiertas con el hogao. Ahora, se le agrega papa roja o pastusa y papa criolla cortadas en rodajas, si la papa criolla es pequeña la partimos por la mitad. Ahora, vamos a agregar el arroz, el mejor arroz para hacer este plato es el arroz arborio que es un arroz italiano de grano pequeño y es perfecto porque se pega muy bien y nos da esa textura de arroz atollado. Ahora, vamos a agregar el líquido, la combinación de agua y de caldo de pollo es rica pero si quieren pueden utilizar solamente el caldo de pollo. Por último, agregamos arveja pre-cocida para darle un poquito más de color. Tapamos la olla y dejamos a que hierva a fuego alto. Cuando esté hirviendo lo reducimos a fuego bajo y cocinamos por 35 a 40 minutos, a mitad de cocción vamos a verificar la sazón del arroz, vamos a probar qué tan salado está y si necesita un poquito más de sal se la agregamos al gusto. Cuando lleguemos a este punto también le vamos a agregar el chorizo que habíamos cocinado anteriormente. Note si el arroz esta un poquito duro y si se esta secando, de ser así agregue un poco más de agua y también un poquito más de sal. Tapamos la olla y dejamos que el arroz se cocine totalmente y el arroz debe quedar con una textura como avena o como colada y no debe quedar muy seco ni tampoco muy líquido. Y esa es la receta para hacer un arrozatollado que se puede servir con patacones, aguacate y otras personas lo sirven con rodajas de huevo cocido."
Almuerzo,Arroz blanco,https://www.youtube.com/watch?v=xb5smoqtrjg,"Dos tazas de agua, una taza de arroz, un diente de ajo, una cebolla pequeña, aceite y sal al gusto.","Hoy vamos a aprender a hacer el arroz básico perfecto. Primero, debes escoger la medida que quieres utilizar puede ser una taza en donde tomas café, un vaso o una taza medidor a lo importante aquí es que conozcas la fórmula perfecta y es, por una medida de arroz, dos medidas de agua. Necesitarás arroz, un diente de ajo y una cebolla pequeña. Corta el diente de ajo en tres partes y corta un pedazo pequeño de cebolla. Vamos a freír el arroz así que puedes usar aceite en spray o aceite de oliva extra virgen. Enciende tu estufa a fuego medio, agrega a la olla del aceite que escogiste. Cuando esté caliente el aceite agrega el ajo y deja que suelte su aroma y se dore un poco. Cuando esté dorado, sácalo de la olla y retíralo del aceite. Ahora agrega tu medida de arroz y revuelvelo bien, deja que se fría por un momento. Ahora agregamos las dos medidas de agua, sazona con sal, revuelve un poco y agrega la cebolla que cortaste. Debes probar el agua en la que está sirviendo el arroz pues si tiene poca sal es el momento justo para que lo arregles; el sabor que tiene ahora es el sabor que tendrá cuando esté cocido. Cuando suelte el hervor baja la llama lo más que puedas, ahora debe cocinarse a fuego lento. Tapa tu olla y espera que se consuma el agua. Cinco minutos después el agua va bajando de nivel poco a poco, tres minutos más tarde casi no queda nada de agua, dos minutos más tarde lo que queda de agua es ya muy poco, está casi listo. Como ves el agua se ha consumido totalmente. Introduce la punta de un cuchillo en el arroz si esto sale casi seca es porque ya está listo. Como puedes ver el arroz quedó bastante seco no se pega en la olla. Ahora está listo tu arroz para que lo uses como acompañamiento en tus comidas."
Almuerzo,Arroz chino colombiano,https://www.youtube.com/watch?v=INf-vfQ1GcA,"Para 6 porciones: 3 cucharadas de aceite divididas, 1 chorizo cortado en rodajas finas, 1 lb de camarones medianos pelados y sin vena, ½ zanahoria grande cortada en rodajas finas, ½ pimentón rojo grande cortado en tiras delgadas, ½ pimentón verde grande cortado en tiras delgadas, 2 medias pechugas de pollo cortadas en tiras delgadas, ¼-½ cucharadita de aceite de ajonjolí, 3 tazas (750 gr) de arroz blanco cocinado el día anterior, 2 huevos batidos, ¼ taza (60 ml) de salsa soya o al gusto, 2 cucharadas de salsa de ostras/ostiones o al gusto (opcional), sal al gusto","Hoy vamos a preparar un arroz chino colombiano, es muy popular en colombia y la gente en sus casas le agregan sus propios ingredientes como el chorizo, el pimentón rojo, el pimentón verde y el cilantro. Es muy fácil de preparar y aquí les voy a mostrar cómo se hace. Para hacer este arroz vamos a calentar un poquito de aceite en una sartén grande o en un wok a fuego medio-alto y le vamos a agregar el chorizo, si no quieren agregarle chorizo le pueden agregar salchicha. Vamos a cocinar el chorizo más o menos por 1 a 2 minutos o hasta que esté dorado por ambos lados, cuando ya el chorizo está listo los sacamos de la sartén y lo ponemos a un lado. En la misma sartén vamos a agregar el camarón y lo vamos a cocinar por unos 2 a 3 minutos o hasta que esté cocinado completamente, este camarón es totalmente opcional y si no se lo quieren agregar no necesitan hacerlo. Cuando ya el camarón está listo lo vamos a sacar de la sartén y lo vamos a poner a un lado. Agregamos un poquito más de aceite y luego le agregamos los vegetales, en este caso usaremos pimentón verde, pimentón rojo y zanahoria pero ustedes le pueden agregar cualquier tipo de vegetales que quieran como las raíces chinas, las arvejas o cualquier tipo de cebolla. Vamos a cocinar los vegetales por unos 2 a 3 minutos o hasta que estén blandos y lo sazonamos con un poquito de sal, cuando ya los vegetales están cocinados los sacamos de la sartén y los ponemos a un lado. Volvemos a agregar un poquito de aceite y luego agregamos el pollo, el tipo de pollo que utilizaremos es pechuga de pollo cortado en tiras, pero ustedes pueden usar cualquier tipo de pollo que quieran. Sazonamos con un poquito de sal, le agregamos un poquito de aceite de ajonjolí y cocinamos el pollo por unos 2 a 3 minutos o hasta que esté bien cocinado. Cuando el pollo está listo le vamos a agregar el arroz que cocinamos la noche anterior, les aconsejo mucho hacerlo la noche anterior para que esté completamente seco y se nos facilite cocinarlo. Revolvemos bien para que se caliente y luego vamos a poner todos estos ingredientes a un lado de la sartén, dejando espacio para los huevos. Luego agregamos los huevos, sazonamos con un poquito de sal y revolvemos hasta que los huevos estén casi listos. Luego los revolvemos con el resto de los ingredientes y le agregamos los ingredientes que cocinamos anteriormente. Ahora le agregamos la salsa soya, le pueden agregar la cantidad que ustedes quieran y revolvemos. Por último, se le agrega un poquito de salsa de ostiones o de ostras para que le dé más sabor y le dé buen color, este ingrediente es totalmente opcional. Y ya nuestro arroz está listo y así es como se hace un arroz chino colombiano con camarones, chorizo, pollo y vegetales."
Almuerzo,Arroz con camarones,https://www.youtube.com/watch?v=YnBguQ31Rbo,"una libra de camarones, una libra de arroz, aceite de oliva, media taza de arveja, media cebolla cortada en cubos, una cucharadita de sal, una cucharadita de pimienta negra, una zanahoria cortada en cubos, medio pimiento rojo cortado en cubos, media taza de maíz, 9 gramos de azafrán para darle color al arroz y 4 dientes de ajo machacado","Vamos a utilizar una libra de camarones, una libra de arroz, aceite de oliva, media taza de arveja, media cebolla cortada en cubos, una cucharadita de sal, una cucharadita de pimienta negra, una zanahoria cortada en cubos, medio pimiento rojo cortado en cubos, media taza de maíz, 9 gramos de azafrán para darle color al arroz y 4 dientes de ajo machacado y vamos a iniciar. Aquí tengo los camarones ya limpios y vamos a añadirle media cucharadita aproximadamente de sal y media cucharadita de pimienta y vamos a mezclar todo muy bien para que los camarones tengan un buen sabor y lo vamos a dejar reposar por aproximadamente 10 minutos mientras los camarones están sazonados, en una olla, caldero o sartén, vamos a agregar 2 cucharadas de aceite y le añadimos el ajo y lo dejamos sofreír. Agregamos también la cebolla y la vamos a dejar sofreír. Vamos a estar moviendo de vez en cuando para que no se nos queme. Una vez que la cebolla esté transparente, podemos incorporar los vegetales. Iniciamos con la zanahoria, la arveja, el maíz y por último el pimiento rojo y vamos a mezclar bien para que se incorporen todos y lo vamos a dejar cocinar por unos 3 minutos. Una vez han pasado tres minutos, vamos a añadir los camarones y mezclamos bien y lo vamos a tapar por unos 5 minutos para que se cocinen bien. Pasados exactamente 5 minutos, nuestros camarones ya tienen un olor delicioso y vamos a ver si ya están listos los camarones y los vegetales. Ahora sí podemos añadirle el arroz y vamos a mezclar el arroz para que este absorba el sabor de los vegetales y de los camarones y nos vamos a mantener moviéndolo por unos dos minutos antes de agregarle el agua. Una vez han pasado dos minutos, podemos agregarle el agua. Estoy utilizando agua tibia para que el arroz se cocine mucho más rápido y los camarones no se pasen de cocción. Ahora sí vamos a agregar el polvo de azafrán para darle color al arroz. Vamos a mezclar para distribuirlo por todo el arroz. Lo vamos a tapar y dejar cocinar por unos 15 a 20 minutos. Han pasado 15 minutos y nuestro arroz está casi seco. Como está casi listo, vamos a moverlo con movimientos de abajo para arriba. Le vamos a tapar nuevamente y esperamos a que se seque totalmente. Cuando el arroz esté totalmente seco, vamos a servirlo."
